record_id,pmid,doi,title,authors,year,abstract,source_db
R0091,30000091,10.1000/demo.2025.0091,Inhibition transcription clinical trial malignancy tumour immunotherapy solid factor combination,Kim et al.,2025,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 330 patients. Results: The primary endpoint was met with p=0.022. Conclusions: TF-X inhibition shows promise in CRC.,Europe PMC
R0092,30000092,10.1000/demo.2017.0092,Inhibition phase tumour outcome combination patient response x treatment clinical,Nakamura et al.,2017,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 213 patients. Results: The primary endpoint was met with p=0.079. Conclusions: TF-X inhibition shows promise in CRC.,Europe PMC
R0093,30000093,10.1000/demo.2020.0093,Phase transcription tumour efficacy biomarker resistance x,Kato et al.,2020,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 273 patients. Results: The primary endpoint was met with p=0.045. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0094,30000094,10.1000/demo.2024.0094,Resistance malignancy chemotherapy transcription efficacy therapy treatment ii expression,Robinson et al.,2024,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 61 patients. Results: The primary endpoint was met with p=0.100. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0095,30000095,10.1000/demo.2025.0095,Survival expression factor outcome trial chemotherapy tumour clinical treatment,Kobayashi et al.,2025,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 349 patients. Results: The primary endpoint was met with p=0.064. Conclusions: TF-X inhibition shows promise in RCC.,Europe PMC
R0096,30000096,10.1000/demo.2021.0096,Ii expression resistance chemotherapy biomarker x survival efficacy targeted combination,Wilson et al.,2021,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 250 patients. Results: The primary endpoint was met with p=0.046. Conclusions: TF-X inhibition shows promise in CRC.,Europe PMC
R0097,30000097,10.1000/demo.2020.0097,Analysis biomarker efficacy x trial patient safety therapy phase,Clark et al.,2020,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 108 patients. Results: The primary endpoint was met with p=0.069. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0098,30000098,10.1000/demo.2016.0098,Factor biomarker x efficacy clinical cohort,Chen et al.,2016,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 314 patients. Results: The primary endpoint was met with p=0.007. Conclusions: TF-X inhibition shows promise in RCC.,Europe PMC
R0099,30000099,10.1000/demo.2020.0099,Biomarker cohort therapy safety treatment efficacy,Saito et al.,2020,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 177 patients. Results: The primary endpoint was met with p=0.060. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0100,30000100,10.1000/demo.2024.0100,Tumour therapy pathway malignancy x cohort combination,Patel et al.,2024,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 88 patients. Results: The primary endpoint was met with p=0.076. Conclusions: TF-X inhibition shows promise in RCC.,Europe PMC
R0101,30000101,10.1000/demo.2021.0101,Safety outcome chemotherapy patient therapy targeted combination inhibition clinical phase,Anderson et al.,2021,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 122 patients. Results: The primary endpoint was met with p=0.028. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0102,30000102,10.1000/demo.2020.0102,Patient tumour immunotherapy therapy analysis factor treatment,Nakamura et al.,2020,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 76 patients. Results: The primary endpoint was met with p=0.075. Conclusions: TF-X inhibition shows promise in CRC.,Europe PMC
R0103,30000103,10.1000/demo.2021.0103,Response cohort ii efficacy trial immunotherapy chemotherapy factor,Rodriguez et al.,2021,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 109 patients. Results: The primary endpoint was met with p=0.017. Conclusions: TF-X inhibition shows promise in RCC.,Europe PMC
R0104,30000104,10.1000/demo.2025.0104,Expression therapy biomarker pathway chemotherapy treatment outcome phase,Garcia et al.,2025,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 416 patients. Results: The primary endpoint was met with p=0.052. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0105,30000105,10.1000/demo.2016.0105,Pathway resistance therapy ii transcription malignancy analysis chemotherapy safety inhibition,Kobayashi et al.,2016,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 184 patients. Results: The primary endpoint was met with p=0.095. Conclusions: TF-X inhibition shows promise in CRC.,Europe PMC
R0106,30000106,10.1000/demo.2019.0106,Inhibition pathway efficacy biomarker response tumour,Martinez et al.,2019,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 302 patients. Results: The primary endpoint was met with p=0.071. Conclusions: TF-X inhibition shows promise in RCC.,Europe PMC
R0107,30000107,10.1000/demo.2025.0107,Factor analysis efficacy transcription biomarker inhibition expression treatment,Saito et al.,2025,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 324 patients. Results: The primary endpoint was met with p=0.043. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0108,30000108,10.1000/demo.2019.0108,Inhibition trial response clinical chemotherapy expression survival cohort factor,Clark et al.,2019,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 462 patients. Results: The primary endpoint was met with p=0.011. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0109,30000109,10.1000/demo.2021.0109,Analysis patient ii efficacy trial malignancy,Kato et al.,2021,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 428 patients. Results: The primary endpoint was met with p=0.018. Conclusions: TF-X inhibition shows promise in RCC.,Europe PMC
R0110,30000110,10.1000/demo.2023.0110,Treatment safety cohort outcome efficacy targeted tumour,Müller et al.,2023,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 82 patients. Results: The primary endpoint was met with p=0.015. Conclusions: TF-X inhibition shows promise in CRC.,Europe PMC
R0111,30000111,10.1000/demo.2024.0111,Response safety targeted pathway expression immunotherapy,Lee et al.,2024,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 378 patients. Results: The primary endpoint was met with p=0.092. Conclusions: TF-X inhibition shows promise in RCC.,Europe PMC
R0112,30000112,10.1000/demo.2020.0112,Tumour expression factor pathway patient targeted ii phase,Matsumoto et al.,2020,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 210 patients. Results: The primary endpoint was met with p=0.051. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0113,30000113,10.1000/demo.2022.0113,Cohort outcome ii factor targeted clinical,Ito et al.,2022,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 266 patients. Results: The primary endpoint was met with p=0.058. Conclusions: TF-X inhibition shows promise in NSCLC.,Europe PMC
R0114,30000114,10.1000/demo.2024.0114,Trial chemotherapy pathway resistance tumour transcription expression,Lewis et al.,2024,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 445 patients. Results: The primary endpoint was met with p=0.090. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0115,30000115,10.1000/demo.2023.0115,Transcription malignancy survival expression clinical resistance efficacy,Kim et al.,2023,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 216 patients. Results: The primary endpoint was met with p=0.038. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0116,30000116,10.1000/demo.2021.0116,Therapy chemotherapy transcription clinical targeted safety trial factor,Rodriguez et al.,2021,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 78 patients. Results: The primary endpoint was met with p=0.056. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0117,30000117,10.1000/demo.2019.0117,Patient tumour trial factor immunotherapy therapy treatment cohort ii analysis,Yamamoto et al.,2019,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 334 patients. Results: The primary endpoint was met with p=0.071. Conclusions: TF-X inhibition shows promise in NSCLC.,Europe PMC
R0118,30000118,10.1000/demo.2023.0118,Outcome tumour therapy survival efficacy treatment resistance factor,Taylor et al.,2023,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 290 patients. Results: The primary endpoint was met with p=0.037. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0119,30000119,10.1000/demo.2017.0119,Safety pathway solid malignancy tumour treatment factor ii,Taylor et al.,2017,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 289 patients. Results: The primary endpoint was met with p=0.077. Conclusions: TF-X inhibition shows promise in RCC.,Europe PMC
R0120,30000120,10.1000/demo.2025.0120,Tumour chemotherapy analysis treatment response safety survival patient efficacy expression,Park et al.,2025,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 240 patients. Results: The primary endpoint was met with p=0.037. Conclusions: TF-X inhibition shows promise in CRC.,Europe PMC
R0121,30000121,10.1000/demo.2024.0121,Malignancy combination treatment ii pathway solid cohort therapy immunotherapy,Lewis et al.,2024,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 266 patients. Results: The primary endpoint was met with p=0.077. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0122,30000122,10.1000/demo.2023.0122,Outcome solid clinical chemotherapy tumour phase transcription,Robinson et al.,2023,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 477 patients. Results: The primary endpoint was met with p=0.038. Conclusions: TF-X inhibition shows promise in NSCLC.,Europe PMC
R0123,30000123,10.1000/demo.2016.0123,Safety response phase expression resistance tumour,Yoshida et al.,2016,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 76 patients. Results: The primary endpoint was met with p=0.095. Conclusions: TF-X inhibition shows promise in CRC.,Europe PMC
R0124,30000124,10.1000/demo.2020.0124,Biomarker transcription analysis resistance cohort malignancy,Lewis et al.,2020,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 71 patients. Results: The primary endpoint was met with p=0.038. Conclusions: TF-X inhibition shows promise in NSCLC.,Europe PMC
R0125,30000125,10.1000/demo.2016.0125,Clinical tumour patient transcription ii pathway survival outcome,Wilson et al.,2016,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 259 patients. Results: The primary endpoint was met with p=0.062. Conclusions: TF-X inhibition shows promise in NSCLC.,Europe PMC
R0126,30000126,10.1000/demo.2019.0126,Combination efficacy chemotherapy resistance biomarker x ii,Smith et al.,2019,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 184 patients. Results: The primary endpoint was met with p=0.013. Conclusions: TF-X inhibition shows promise in CRC.,Europe PMC
R0127,30000127,10.1000/demo.2025.0127,Expression factor x pathway chemotherapy combination inhibition targeted resistance immunotherapy,Clark et al.,2025,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 397 patients. Results: The primary endpoint was met with p=0.015. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0128,30000128,10.1000/demo.2024.0128,Immunotherapy biomarker response therapy clinical factor resistance,Zhang et al.,2024,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 64 patients. Results: The primary endpoint was met with p=0.095. Conclusions: TF-X inhibition shows promise in RCC.,Europe PMC
R0129,30000129,10.1000/demo.2023.0129,Analysis patient pathway transcription targeted treatment,Robinson et al.,2023,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 159 patients. Results: The primary endpoint was met with p=0.075. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0130,30000130,10.1000/demo.2020.0130,Safety immunotherapy efficacy treatment trial tumour,Chen et al.,2020,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 210 patients. Results: The primary endpoint was met with p=0.055. Conclusions: TF-X inhibition shows promise in CRC.,Europe PMC
R0131,30000131,10.1000/demo.2022.0131,Clinical tumour factor survival safety expression transcription,Ito et al.,2022,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 133 patients. Results: The primary endpoint was met with p=0.005. Conclusions: TF-X inhibition shows promise in CRC.,Europe PMC
R0132,30000132,10.1000/demo.2020.0132,Resistance analysis outcome combination pathway phase transcription targeted,Park et al.,2020,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 176 patients. Results: The primary endpoint was met with p=0.036. Conclusions: TF-X inhibition shows promise in NSCLC.,Europe PMC
R0133,30000133,10.1000/demo.2019.0133,Biomarker analysis efficacy expression patient trial response pathway,Nakamura et al.,2019,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 218 patients. Results: The primary endpoint was met with p=0.093. Conclusions: TF-X inhibition shows promise in RCC.,Europe PMC
R0134,30000134,10.1000/demo.2016.0134,Factor biomarker chemotherapy response combination ii trial x treatment,Thompson et al.,2016,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 368 patients. Results: The primary endpoint was met with p=0.030. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0135,30000135,10.1000/demo.2021.0135,Cohort expression transcription efficacy treatment chemotherapy biomarker phase targeted,Allen et al.,2021,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 68 patients. Results: The primary endpoint was met with p=0.067. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0136,30000136,10.1000/demo.2023.0136,Inhibition tumour chemotherapy therapy expression transcription patient,Sato et al.,2023,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 150 patients. Results: The primary endpoint was met with p=0.078. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0137,30000137,10.1000/demo.2021.0137,Chemotherapy tumour therapy expression cohort safety,Sato et al.,2021,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 420 patients. Results: The primary endpoint was met with p=0.009. Conclusions: TF-X inhibition shows promise in CRC.,Europe PMC
R0138,30000138,10.1000/demo.2020.0138,Targeted phase malignancy x inhibition efficacy response pathway,Yoshida et al.,2020,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 497 patients. Results: The primary endpoint was met with p=0.057. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0139,30000139,10.1000/demo.2022.0139,Ii survival pathway solid x tumour factor expression response therapy,Martinez et al.,2022,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 444 patients. Results: The primary endpoint was met with p=0.069. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0140,30000140,10.1000/demo.2016.0140,Ii treatment response survival clinical safety targeted outcome cohort resistance,Davis et al.,2016,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 92 patients. Results: The primary endpoint was met with p=0.099. Conclusions: TF-X inhibition shows promise in CRC.,Europe PMC
R0141,30000141,10.1000/demo.2022.0141,Combination immunotherapy cohort expression treatment tumour chemotherapy factor,Suzuki et al.,2022,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 188 patients. Results: The primary endpoint was met with p=0.040. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0142,30000142,10.1000/demo.2021.0142,Outcome immunotherapy factor tumour trial targeted treatment expression therapy,Yoshida et al.,2021,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 95 patients. Results: The primary endpoint was met with p=0.088. Conclusions: TF-X inhibition shows promise in RCC.,Europe PMC
R0143,30000143,10.1000/demo.2017.0143,Biomarker resistance transcription x patient tumour ii,Kato et al.,2017,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 112 patients. Results: The primary endpoint was met with p=0.033. Conclusions: TF-X inhibition shows promise in CRC.,Europe PMC
R0144,30000144,10.1000/demo.2023.0144,Patient factor phase solid targeted combination outcome tumour,Davis et al.,2023,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 344 patients. Results: The primary endpoint was met with p=0.054. Conclusions: TF-X inhibition shows promise in RCC.,Europe PMC
R0145,30000145,10.1000/demo.2024.0145,Response therapy chemotherapy efficacy outcome trial immunotherapy,Johnson et al.,2024,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 452 patients. Results: The primary endpoint was met with p=0.087. Conclusions: TF-X inhibition shows promise in NSCLC.,Europe PMC
R0146,30000146,10.1000/demo.2025.0146,Phase targeted solid safety immunotherapy biomarker chemotherapy patient inhibition pathway,Park et al.,2025,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 358 patients. Results: The primary endpoint was met with p=0.096. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0147,30000147,10.1000/demo.2025.0147,Expression factor survival transcription response treatment biomarker pathway,Suzuki et al.,2025,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 134 patients. Results: The primary endpoint was met with p=0.035. Conclusions: TF-X inhibition shows promise in CRC.,Europe PMC
R0148,30000148,10.1000/demo.2020.0148,Analysis tumour safety cohort resistance combination x trial,Wilson et al.,2020,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 268 patients. Results: The primary endpoint was met with p=0.013. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0149,30000149,10.1000/demo.2017.0149,Ii analysis chemotherapy biomarker malignancy response,Suzuki et al.,2017,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 325 patients. Results: The primary endpoint was met with p=0.072. Conclusions: TF-X inhibition shows promise in CRC.,Europe PMC
R0150,30000150,10.1000/demo.2022.0150,Pathway ii treatment inhibition factor analysis resistance expression malignancy,Johnson et al.,2022,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 328 patients. Results: The primary endpoint was met with p=0.036. Conclusions: TF-X inhibition shows promise in NSCLC.,Europe PMC
R0186,30000037,10.1000/demo.2019.0037,Trial factor outcome safety malignancy therapy ii clinical solid tumour,Kim et al.,2019,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 53 patients. Results: The primary endpoint was met with p=0.025. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0213,30000064,10.1000/demo.2017.0064,Response clinical ii chemotherapy efficacy immunotherapy,Thompson et al.,2017,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 254 patients. Results: The primary endpoint was met with p=0.013. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0226,30000077,10.1000/demo.2016.0077,Safety targeted survival x expression response,Anderson et al.,2016,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 492 patients. Results: The primary endpoint was met with p=0.004. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0233,30000084,10.1000/demo.2017.0084,Clinical combination cohort resistance treatment phase response,Clark et al.,2017,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 497 patients. Results: The primary endpoint was met with p=0.083. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0210,30000061,10.1000/demo.2024.0061,Chemotherapy efficacy x safety solid targeted,Taylor et al.,2024,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 165 patients. Results: The primary endpoint was met with p=0.066. Conclusions: TF-X inhibition shows promise in CRC.,Europe PMC
R0239,30000090,10.1000/demo.2022.0090,X therapy cohort combination targeted outcome transcription analysis,Lewis et al.,2022,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 127 patients. Results: The primary endpoint was met with p=0.097. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0218,30000069,10.1000/demo.2024.0069,Targeted expression safety transcription solid phase combination tumour ii,Sato et al.,2024,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 480 patients. Results: The primary endpoint was met with p=0.070. Conclusions: TF-X inhibition shows promise in NSCLC.,Europe PMC
R0151,30000002,10.1000/demo.2023.0002,Combination solid survival targeted outcome treatment,Anderson et al.,2023,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 142 patients. Results: The primary endpoint was met with p=0.045. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0163,30000014,10.1000/demo.2018.0014,Safety efficacy survival solid outcome ii analysis therapy targeted cohort,Kobayashi et al.,2018,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 490 patients. Results: The primary endpoint was met with p=0.052. Conclusions: TF-X inhibition shows promise in NSCLC.,Europe PMC
R0205,30000056,10.1000/demo.2018.0056,Trial x efficacy combination safety survival response,Martinez et al.,2018,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 140 patients. Results: The primary endpoint was met with p=0.074. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0167,30000018,10.1000/demo.2018.0018,Combination expression tumour biomarker response phase patient,Patel et al.,2018,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 477 patients. Results: The primary endpoint was met with p=0.092. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0183,30000034,10.1000/demo.2020.0034,Therapy trial chemotherapy patient treatment x,Brown et al.,2020,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 289 patients. Results: The primary endpoint was met with p=0.032. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0196,30000047,10.1000/demo.2015.0047,Targeted factor safety treatment transcription inhibition malignancy,Hall et al.,2015,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 459 patients. Results: The primary endpoint was met with p=0.003. Conclusions: TF-X inhibition shows promise in CRC.,Europe PMC
R0201,30000052,10.1000/demo.2020.0052,Outcome factor phase expression malignancy clinical immunotherapy,Thompson et al.,2020,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 202 patients. Results: The primary endpoint was met with p=0.004. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0227,30000078,10.1000/demo.2019.0078,Biomarker tumour malignancy resistance treatment immunotherapy therapy response,Garcia et al.,2019,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 119 patients. Results: The primary endpoint was met with p=0.009. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0155,30000006,10.1000/demo.2024.0006,Combination efficacy malignancy response expression analysis phase,Chen et al.,2024,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 380 patients. Results: The primary endpoint was met with p=0.033. Conclusions: TF-X inhibition shows promise in NSCLC.,Europe PMC
R0237,30000088,10.1000/demo.2017.0088,Ii pathway x outcome malignancy combination,Müller et al.,2017,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 228 patients. Results: The primary endpoint was met with p=0.046. Conclusions: TF-X inhibition shows promise in RCC.,Europe PMC
R0156,30000007,10.1000/demo.2015.0007,Analysis phase factor solid immunotherapy survival trial clinical,Anderson et al.,2015,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 232 patients. Results: The primary endpoint was met with p=0.089. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0221,30000072,10.1000/demo.2021.0072,Resistance efficacy tumour factor phase biomarker trial treatment safety inhibition,Silva et al.,2021,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 401 patients. Results: The primary endpoint was met with p=0.031. Conclusions: TF-X inhibition shows promise in RCC.,Europe PMC
R0174,30000025,10.1000/demo.2024.0025,Inhibition therapy outcome combination ii patient x tumour phase survival,Taylor et al.,2024,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 410 patients. Results: The primary endpoint was met with p=0.056. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0225,30000076,10.1000/demo.2024.0076,Targeted factor trial therapy combination analysis outcome treatment pathway,Nakamura et al.,2024,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 346 patients. Results: The primary endpoint was met with p=0.008. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0234,30000085,10.1000/demo.2020.0085,Expression factor tumour safety malignancy therapy,Yamamoto et al.,2020,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 463 patients. Results: The primary endpoint was met with p=0.081. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0159,30000010,10.1000/demo.2022.0010,Combination patient inhibition therapy efficacy x clinical treatment,Allen et al.,2022,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 423 patients. Results: The primary endpoint was met with p=0.064. Conclusions: TF-X inhibition shows promise in NSCLC.,Europe PMC
R0199,30000050,10.1000/demo.2016.0050,Clinical transcription cohort combination biomarker therapy outcome factor resistance trial,Allen et al.,2016,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 464 patients. Results: The primary endpoint was met with p=0.043. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0214,30000065,10.1000/demo.2019.0065,Pathway expression factor chemotherapy transcription biomarker trial clinical phase inhibition,Watanabe et al.,2019,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 147 patients. Results: The primary endpoint was met with p=0.096. Conclusions: TF-X inhibition shows promise in RCC.,Europe PMC
R0207,30000058,10.1000/demo.2015.0058,Survival tumour targeted safety pathway x inhibition immunotherapy,Park et al.,2015,Background: This study evaluates transcription factor X inhibition. Methods: A case-control of 270 patients. Results: The primary endpoint was met with p=0.048. Conclusions: TF-X inhibition shows promise in breast cancer.,Europe PMC
R0185,30000036,10.1000/demo.2019.0036,Clinical immunotherapy chemotherapy targeted trial expression efficacy survival solid,Taylor et al.,2019,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 436 patients. Results: The primary endpoint was met with p=0.090. Conclusions: TF-X inhibition shows promise in CRC.,Europe PMC
R0202,30000053,10.1000/demo.2022.0053,Clinical phase trial patient chemotherapy survival treatment combination,Lee et al.,2022,Background: This study evaluates transcription factor X inhibition. Methods: A rct of 294 patients. Results: The primary endpoint was met with p=0.095. Conclusions: TF-X inhibition shows promise in NSCLC.,Europe PMC
R0189,30000040,10.1000/demo.2023.0040,Safety expression chemotherapy efficacy resistance biomarker combination patient,Yoshida et al.,2023,Background: This study evaluates transcription factor X inhibition. Methods: A cohort of 410 patients. Results: The primary endpoint was met with p=0.086. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
R0193,30000044,10.1000/demo.2023.0044,Treatment malignancy pathway patient phase biomarker outcome inhibition analysis trial,Hall et al.,2023,Background: This study evaluates transcription factor X inhibition. Methods: A single-arm trial of 400 patients. Results: The primary endpoint was met with p=0.017. Conclusions: TF-X inhibition shows promise in melanoma.,Europe PMC
